r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
814.34,287831883,114.182333,-69.775707,12,36,b'073643.75-694632.5',57030.4748,0,0,1,0,1,0.415,,,,,,,,,,,,,,,,,18.908,0.115,18.625,0.253,,,,,11.5,287831882.0
814.44,287847994,113.595984,-69.421576,39,36,b'073423.04-692517.6',57033.0597,0,0,7,0,1,0.964,,,,,,,,,17.613,0.012,17.686,0.105,17.185,0.022,17.446,0.122,16.755,0.056,16.822,0.059,16.738,0.032,16.836,0.149,60.0,
814.51,287834067,113.575278,-69.669757,23,36,b'073418.05-694011.1',57033.2158,0,0,11,1,1,0.991,16.602,0.027,16.73,0.294,16.274,0.026,16.793,0.219,14.543,0.006,14.547,0.01,13.977,0.009,13.994,0.02,13.548,0.01,13.567,0.04,13.403,0.007,13.427,0.029,60.0,
814.56,287834303,113.507989,-69.618132,75,177,b'073401.91-693705.3',57033.4907,0,0,4,0,1,0.96,,,,,,,,,,,,,,,,,17.13,0.015,17.424,0.225,16.529,0.037,16.439,0.333,60.0,
814.74,287832167,113.679415,-69.714556,22,36,b'073443.07-694252.4',57033.2158,0,0,11,1,1,0.996,15.939,0.055,16.007,0.061,15.679,0.009,15.787,0.055,12.982,0.003,13.002,0.004,12.219,0.004,12.22,0.032,11.701,0.005,11.684,0.053,11.462,0.004,11.46,0.043,60.0,
814.91,287799648,114.773858,-69.539729,79,36,b'073905.72-693223.0',57030.4746,0,0,4,0,1,0.815,,,,,,,,,18.008,0.028,18.111,0.164,17.561,0.012,17.578,0.132,17.192,0.019,17.166,0.083,17.17,0.007,17.256,0.125,60.0,
815.65,287832021,114.01778,-69.773702,156,100,b'073604.28-694625.2',57036.5063,0,0,3,0,1,0.476,,,,,,,,,,,,,17.03,0.032,17.572,0.171,16.748,0.016,16.919,0.159,16.522,0.009,16.377,0.13,60.0,
815.65,287834324,113.485384,-69.584815,24,36,b'073356.48-693505.3',57030.4742,0,0,6,1,1,0.985,16.844,0.037,16.606,0.095,16.261,0.014,16.428,0.096,14.804,0.003,14.827,0.011,14.396,0.003,14.436,0.009,14.088,0.003,14.135,0.008,13.994,0.003,14.054,0.009,60.0,
815.73,287847855,113.671072,-69.389707,13,36,b'073441.05-692322.9',57030.4748,0,0,1,0,1,0.499,,,,,,,,,,,,,,,,,18.564,0.022,18.693,0.287,,,,,60.0,
816.55,287832450,113.48705,-69.512972,54,146,b'073356.89-693046.7',57030.475,0,0,2,0,1,0.512,,,,,,,,,,,,,,,,,18.389,0.032,18.474,0.265,18.234,0.016,18.308,0.216,60.0,
816.8,287847833,113.794308,-69.355752,86,165,b'073510.62-692120.3',57032.4853,2,0,6,0,1,0.874,,,,,,,,,18.418,0.031,18.504,0.165,17.896,0.022,17.934,0.146,17.383,0.107,17.385,0.074,17.392,0.08,17.607,0.12,60.0,
816.83,287832457,113.493806,-69.500792,40,36,b'073358.51-693002.8',57030.4746,0,0,4,0,1,0.875,,,,,,,,,18.534,0.038,18.392,0.167,17.901,0.015,17.989,0.138,17.559,0.015,17.704,0.125,17.354,0.031,17.32,0.126,10.7,287832456.0
816.92,287831882,114.191653,-69.776125,38,57,b'073645.96-694634.0',57033.0597,0,0,7,0,1,0.974,,,,,,,,,17.628,0.012,17.62,0.09,17.072,0.011,17.253,0.093,16.731,0.04,16.816,0.203,16.629,0.012,16.857,0.126,11.5,287831883.0
817.24,287831631,114.339131,-69.335903,13,36,b'073721.39-692009.2',57030.4748,0,0,1,0,1,0.443,,,,,,,,,,,,,,,,,18.438,0.079,18.113,0.174,,,,,60.0,
817.28,287847863,113.622816,-69.407765,13,98,b'073429.47-692427.9',57030.475,0,0,2,0,1,0.611,,,,,,,,,,,,,,,,,18.265,0.048,18.311,0.184,17.936,0.042,18.329,0.244,60.0,
817.32,287831899,114.152797,-69.777179,39,36,b'073636.67-694637.8',57030.475,0,0,2,0,1,0.753,,,,,,,,,,,,,,,,,18.367,0.015,18.461,0.192,17.647,0.01,17.873,0.164,60.0,
817.96,287832029,113.991247,-69.772597,107,76,b'073557.89-694621.3',57036.5065,0,0,2,0,1,0.486,,,,,,,,,,,,,,,,,16.853,0.032,16.752,0.112,16.62,0.033,17.294,0.229,60.0,
818.28,287847197,114.215463,-69.325168,13,36,b'073651.71-691930.6',57030.4751,0,0,1,0,1,0.528,,,,,,,,,,,,,,,,,,,,,18.345,0.1,18.48,0.553,60.0,
818.44,287832158,113.749649,-69.735987,12,36,b'073459.91-694409.5',57030.4737,0,0,1,0,1,0.419,,,,,17.96,0.108,18.412,0.279,,,,,,,,,,,,,,,,,60.0,
818.5,287832447,113.476198,-69.556003,67,36,b'073354.28-693321.6',57030.4746,0,0,4,0,1,0.925,,,,,,,,,18.101,0.028,18.08,0.159,17.774,0.029,17.969,0.108,17.381,0.018,17.514,0.104,17.201,0.021,17.119,0.115,60.0,
818.77,287799647,114.777634,-69.546309,22,36,b'073906.63-693246.7',57030.4745,0,0,5,0,1,0.983,,,,,17.453,0.028,17.68,0.222,16.044,0.008,16.073,0.03,15.501,0.008,15.507,0.021,15.046,0.004,15.043,0.017,14.874,0.003,14.909,0.017,60.0,
819.1,287831331,114.586972,-69.711936,12,36,b'073820.87-694242.9',57030.4748,0,0,1,0,1,0.582,,,,,,,,,,,,,,,,,18.24,0.037,18.488,0.176,,,,,7.5,287831340.0
819.7,287832098,113.798928,-69.747407,40,40,b'073511.72-694450.7',57032.7364,0,0,8,0,1,0.98,,,,,17.709,0.072,17.858,0.161,16.847,0.008,16.922,0.056,16.542,0.015,16.576,0.042,16.245,0.031,16.293,0.09,16.21,0.027,16.289,0.117,60.0,
819.96,287831622,114.380434,-69.340683,51,36,b'073731.30-692026.4',57030.4746,0,0,4,0,1,0.739,,,,,,,,,18.324,0.009,18.307,0.158,18.042,0.036,18.295,0.2,17.793,0.031,17.961,0.135,17.662,0.049,17.865,0.17,60.0,
820.18,287830328,114.431883,-69.75195,16,36,b'073743.65-694507.0',57030.475,0,0,2,0,1,0.649,,,,,,,,,,,,,,,,,18.045,0.044,18.391,0.163,17.579,0.041,17.432,0.125,60.0,
820.57,287799664,114.764986,-69.504115,84,89,b'073903.62-693014.7',57033.0597,0,0,7,0,1,0.964,,,,,,,,,17.818,0.025,18.049,0.132,17.266,0.051,17.336,0.087,17.186,0.102,16.836,0.19,16.822,0.052,16.884,0.218,60.0,
820.76,287830313,114.489992,-69.740121,12,36,b'073757.59-694424.4',57030.4737,0,0,1,0,1,0.444,,,,,17.779,0.094,18.616,0.256,,,,,,,,,,,,,,,,,60.0,
820.85,287834070,113.552252,-69.659396,86,48,b'073412.53-693933.8',57030.4748,0,0,3,0,1,0.747,,,,,,,,,,,,,18.448,0.04,18.589,0.24,17.942,0.021,17.971,0.134,17.805,0.026,17.795,0.178,60.0,
820.99,287831163,114.731728,-69.637069,30,44,b'073855.59-693813.3',57033.0597,0,0,7,0,1,0.979,,,,,,,,,16.982,0.019,16.807,0.06,16.569,0.009,16.558,0.04,16.291,0.006,16.301,0.157,16.097,0.026,16.294,0.113,14.3,287831162.0
821.42,287834304,113.5117,-69.628051,43,36,b'073402.80-693740.9',57030.475,0,0,2,0,1,0.86,,,,,,,,,,,,,,,,,17.766,0.009,17.854,0.117,17.342,0.012,17.335,0.149,60.0,
821.65,287831212,114.774819,-69.580465,17,36,b'073905.95-693449.6',57030.4746,0,0,4,0,1,0.98,,,,,,,,,16.989,0.013,16.894,0.069,16.616,0.012,16.651,0.048,16.302,0.007,16.331,0.04,16.204,0.013,16.271,0.048,60.0,
821.87,287831186,114.649687,-69.688035,30,36,b'073835.92-694116.9',57033.2158,0,0,11,1,1,0.985,16.646,0.102,16.922,0.342,16.227,0.059,16.246,0.069,15.228,0.003,15.233,0.015,14.95,0.018,14.972,0.013,14.721,0.011,14.733,0.071,14.689,0.013,14.728,0.08,60.0,
822.24,287834306,113.506109,-69.623085,28,36,b'073401.46-693723.1',57030.4746,0,0,4,0,1,0.634,,,,,,,,,18.765,0.027,18.717,0.214,18.306,0.037,18.263,0.163,17.94,0.019,18.085,0.163,17.884,0.026,17.741,0.139,60.0,
822.41,287830944,114.251663,-69.774614,88,40,b'073700.35-694628.6',57033.0597,0,0,7,0,1,0.967,,,,,,,,,17.314,0.017,17.429,0.09,17.154,0.036,17.366,0.172,16.814,0.058,16.994,0.167,16.827,0.013,16.845,0.067,60.0,
822.63,287830330,114.409628,-69.756597,92,52,b'073738.30-694523.7',57030.4746,0,0,4,0,1,0.742,,,,,,,,,18.724,0.039,18.964,0.314,18.5,0.06,18.092,0.316,17.897,0.028,17.547,0.221,17.859,0.047,17.733,0.186,6.9,287830329.0
822.94,287831165,114.753517,-69.617141,26,36,b'073900.84-693701.7',57030.4746,0,0,4,0,1,0.933,,,,,,,,,17.978,0.017,18.057,0.116,17.504,0.016,17.524,0.082,17.2,0.022,17.159,0.081,17.256,0.022,17.42,0.093,60.0,
823.21,287830900,114.393267,-69.759393,12,36,b'073734.38-694533.8',57030.4748,0,0,1,0,1,0.483,,,,,,,,,,,,,,,,,18.583,0.067,18.853,0.159,,,,,60.0,
823.4,287799960,114.520746,-69.368088,37,36,b'073804.97-692205.1',57033.0597,2,0,7,0,1,0.962,,,,,,,,,17.431,0.017,17.614,0.117,17.184,0.062,17.371,0.116,16.818,0.021,16.739,0.117,16.775,0.021,16.88,0.193,60.0,
824.02,287799657,114.772388,-69.512502,19,36,b'073905.37-693045.0',57030.475,0,0,2,0,1,0.491,,,,,,,,,,,,,,,,,18.544,0.03,18.835,0.18,18.017,0.023,18.18,0.23,60.0,
824.18,287832165,113.691153,-69.721874,45,66,b'073445.87-694318.8',57032.4852,1,0,6,0,1,0.979,,,,,,,,,17.402,0.037,17.647,0.097,16.929,0.015,17.095,0.073,16.757,0.013,16.898,0.068,16.576,0.032,16.665,0.096,11.0,287834042.0
824.5,287834063,113.604302,-69.689401,78,87,b'073424.99-694121.9',57033.0597,2,0,7,0,1,0.95,,,,,,,,,17.983,0.031,17.995,0.161,17.511,0.02,17.793,0.25,17.113,0.06,17.107,0.328,16.973,0.028,16.955,0.181,60.0,
824.52,287831330,114.600505,-69.709294,12,36,b'073824.12-694233.4',57030.4751,0,0,1,0,1,0.467,,,,,,,,,,,,,,,,,,,,,18.35,0.048,18.198,0.202,60.0,
824.65,287832101,113.76382,-69.741456,12,36,b'073503.31-694429.2',57030.4745,0,0,1,0,1,0.394,,,,,,,,,,,,,18.621,0.074,18.482,0.226,,,,,,,,,60.0,
825.07,287799894,114.665761,-69.420492,39,38,b'073839.76-692513.8',57033.0597,0,0,7,0,1,0.972,,,,,,,,,17.09,0.005,17.112,0.077,16.68,0.013,16.621,0.073,16.365,0.025,16.373,0.046,16.454,0.046,16.386,0.146,60.0,
825.2,287832014,114.072762,-69.778776,12,36,b'073617.46-694643.5',57030.4748,0,0,1,0,1,0.501,,,,,,,,,,,,,,,,,18.402,0.016,18.465,0.229,,,,,11.8,287832013.0
825.42,287830901,114.380233,-69.76201,17,36,b'073731.26-694543.2',57032.4849,0,0,9,1,1,0.988,17.423,0.06,17.826,0.181,16.788,0.011,16.835,0.156,15.19,0.003,15.209,0.015,14.661,0.008,14.722,0.009,14.233,0.004,14.27,0.032,14.07,0.008,14.102,0.062,60.0,
825.53,287847829,113.811523,-69.349488,14,58,b'073514.76-692058.1',57030.475,0,0,2,0,1,0.553,,,,,,,,,,,,,,,,,18.368,0.066,18.661,0.189,18.019,0.018,18.014,0.225,60.0,
825.93,287847827,113.724258,-69.369532,81,36,b'073453.81-692210.3',57030.4746,0,0,4,0,1,0.646,,,,,,,,,18.723,0.044,18.889,0.222,18.623,0.029,18.755,0.236,18.054,0.019,18.14,0.145,17.667,0.027,17.815,0.161,6.7,287847828.0
825.95,287847201,114.200248,-69.322349,33,36,b'073648.06-691920.4',57030.4746,0,0,2,0,1,0.583,,,,,,,,,,,,,18.582,0.04,18.679,0.259,18.149,0.02,18.158,0.191,,,,,60.0,
825.96,287831182,114.706917,-69.658826,388,118,b'073849.71-693931.7',57033.4907,0,0,4,0,1,0.928,,,,,,,,,,,,,,,,,17.304,0.02,17.82,0.38,17.132,0.02,17.594,0.137,60.0,
826.07,287799646,114.781663,-69.533902,59,47,b'073907.59-693202.0',57030.4748,0,0,3,0,1,0.778,,,,,,,,,,,,,18.267,0.035,18.391,0.218,17.663,0.018,17.855,0.125,17.566,0.018,17.63,0.162,7.4,287799659.0
826.66,287834042,113.683419,-69.720383,16,36,b'073444.03-694313.3',57033.0597,0,0,7,0,1,0.984,,,,,,,,,16.091,0.009,16.12,0.033,15.179,0.007,15.197,0.016,14.071,0.014,14.087,0.058,13.703,0.005,13.725,0.063,11.0,287832165.0
826.66,287799659,114.781653,-69.531861,30,36,b'073907.59-693154.6',57033.0597,3,0,7,0,1,0.988,,,,,,,,,16.084,0.008,16.038,0.031,15.279,0.015,15.224,0.076,14.561,0.005,14.5,0.166,14.304,0.004,14.269,0.129,7.4,287799646.0
826.69,287830312,114.50247,-69.739166,153,76,b'073800.60-694421.0',57030.475,0,0,2,0,1,0.527,,,,,,,,,,,,,,,,,18.258,0.035,18.478,0.17,17.976,0.056,17.585,0.218,60.0,
826.85,287834043,113.66264,-69.713577,12,36,b'073439.03-694248.8',57030.4745,0,0,1,0,1,0.463,,,,,,,,,,,,,18.977,0.06,18.97,0.247,,,,,,,,,60.0,
827.04,287830311,114.512805,-69.736739,144,36,b'073803.06-694412.2',57030.475,0,0,2,0,1,0.601,,,,,,,,,,,,,,,,,18.553,0.013,18.692,0.297,17.983,0.028,18.181,0.247,60.0,
827.76,287832161,113.732672,-69.734902,12,36,b'073455.84-694405.6',57030.4751,0,0,1,0,1,0.381,,,,,,,,,,,,,,,,,,,,,18.41,0.081,18.247,0.205,60.0,
828.82,287799876,114.731338,-69.459726,13,36,b'073855.52-692735.0',57036.5067,0,0,1,0,1,0.35,,,,,,,,,,,,,,,,,,,,,17.446,0.091,18.433,0.246,60.0,
828.91,287830329,114.409588,-69.758537,144,113,b'073738.26-694530.5',57031.6811,0,0,5,0,1,0.706,,,,,,,,,18.299,0.019,18.336,0.145,17.958,0.027,18.157,0.2,17.467,0.039,17.178,0.11,17.111,0.216,16.902,0.514,6.9,287830330.0
829.09,287831329,114.612152,-69.706845,33,36,b'073826.90-694224.6',57033.0597,0,0,7,0,1,0.98,,,,,,,,,16.838,0.008,16.813,0.052,16.518,0.016,16.444,0.051,16.176,0.031,16.136,0.124,16.114,0.016,16.016,0.055,60.0,
830.03,287832449,113.47476,-69.516062,28,57,b'073353.94-693057.8',57030.475,0,0,2,0,1,0.361,,,,,,,,,,,,,,,,,18.798,0.045,19.003,0.264,17.969,0.016,18.01,0.184,60.0,
830.72,287831608,114.421514,-69.34406,51,52,b'073741.15-692038.5',57031.6811,0,0,5,0,1,0.649,,,,,,,,,18.475,0.043,18.3,0.162,18.209,0.056,17.751,0.159,17.797,0.061,17.683,0.117,17.774,0.078,18.279,0.271,60.0,
830.74,287799958,114.575385,-69.381516,77,36,b'073818.09-692253.4',57030.475,0,0,2,0,1,0.497,,,,,,,,,,,,,,,,,18.472,0.06,18.963,0.451,18.344,0.025,18.498,0.223,60.0,
830.95,287847856,113.678007,-69.381524,25,40,b'073442.72-692253.4',57033.0597,0,0,7,0,1,0.981,,,,,,,,,17.44,0.015,17.387,0.082,16.668,0.036,16.715,0.091,16.065,0.01,16.039,0.104,15.853,0.006,15.93,0.091,60.0,
831.21,287847148,114.309878,-69.328564,31,36,b'073714.39-691942.8',57030.4743,0,0,5,0,1,0.985,18.205,0.059,18.796,0.183,,,,,16.085,0.004,16.079,0.03,15.531,0.007,15.529,0.021,15.071,0.003,15.128,0.015,14.853,0.003,14.907,0.016,60.0,
831.23,287830327,114.421115,-69.757313,119,93,b'073741.07-694526.4',57032.4853,2,0,6,0,1,0.952,,,,,,,,,18.757,0.022,18.82,0.211,18.002,0.023,18.361,0.24,17.113,0.044,17.212,0.232,16.858,0.033,17.024,0.21,14.6,287830330.0
831.57,287847828,113.71941,-69.36888,17,36,b'073452.63-692207.9',57032.4849,0,0,9,1,1,0.983,17.992,0.051,17.868,0.16,17.39,0.039,17.612,0.124,16.247,0.003,16.279,0.031,15.815,0.006,15.796,0.088,15.46,0.035,15.483,0.101,15.325,0.009,15.367,0.02,6.7,287847827.0
831.63,287847366,113.926746,-69.330262,93,41,b'073542.42-691949.0',57033.0597,0,0,7,0,1,0.96,,,,,,,,,17.755,0.018,17.909,0.106,17.352,0.107,17.761,0.358,16.952,0.007,17.056,0.067,16.793,0.055,16.851,0.233,60.0,
831.77,287830947,114.221097,-69.779038,12,58,b'073653.06-694644.5',57030.475,0,0,2,0,1,0.472,,,,,,,,,,,,,,,,,18.874,0.033,18.847,0.237,18.499,0.059,18.451,0.269,60.0,
831.92,287799663,114.770169,-69.497834,13,36,b'073904.84-692952.2',57030.4751,0,0,1,0,1,0.462,,,,,,,,,,,,,,,,,,,,,18.454,0.015,18.829,0.194,60.0,
832.06,287799899,114.644083,-69.407004,69,155,b'073834.55-692425.1',57033.4905,3,0,7,0,2,0.981,,,,,,,,,17.413,0.008,17.408,0.087,16.778,0.033,16.784,0.148,16.352,0.03,16.351,0.049,16.139,0.021,16.201,0.039,10.6,287799898.0
832.5,287834325,113.472223,-69.585757,30,36,b'073353.33-693508.7',57030.4746,0,0,4,0,1,0.985,,,,,,,,,16.414,0.01,16.478,0.04,15.883,0.008,15.945,0.026,15.424,0.006,15.453,0.021,15.23,0.003,15.268,0.022,60.0,
833.08,287847206,114.161364,-69.319233,52,38,b'073638.72-691909.2',57030.4746,0,0,4,0,1,0.745,,,,,,,,,18.355,0.026,18.364,0.158,17.985,0.026,17.93,0.132,17.62,0.042,17.42,0.138,17.356,0.057,17.15,0.122,60.0,
833.12,287834378,113.465068,-69.5616,35,39,b'073351.61-693341.7',57030.4747,0,0,3,0,1,0.617,,,,,,,,,18.66,0.013,18.848,0.254,,,,,17.901,0.021,17.806,0.146,17.918,0.034,18.25,0.239,60.0,
833.17,287832030,113.966458,-69.77495,82,39,b'073551.94-694629.8',57030.4748,0,0,3,0,1,0.798,,,,,,,,,,,,,17.982,0.018,18.158,0.141,17.622,0.042,17.46,0.15,17.72,0.029,17.855,0.193,60.0,
833.25,287834307,113.492683,-69.618452,57,93,b'073358.24-693706.4',57030.475,0,0,2,0,1,0.593,,,,,,,,,,,,,,,,,18.213,0.015,18.245,0.201,17.89,0.037,18.119,0.193,60.0,
833.51,287799658,114.786883,-69.530928,28,36,b'073908.84-693151.3',57033.2158,3,0,11,1,1,0.982,17.024,0.016,17.042,0.18,16.596,0.068,17.462,0.608,15.592,0.012,15.537,0.019,15.251,0.017,15.218,0.047,14.982,0.026,14.999,0.036,14.934,0.011,14.975,0.016,7.4,287799659.0
833.87,287831626,114.375586,-69.335796,34,49,b'073730.14-692008.8',57030.4746,3,0,4,0,1,0.709,,,,,,,,,18.379,0.083,18.04,0.165,18.156,0.044,17.8,0.162,17.812,0.03,17.887,0.121,17.383,0.07,16.913,0.139,3.2,287831625.0
833.92,287831162,114.742956,-69.636974,68,128,b'073858.33-693813.2',57033.0597,2,0,7,0,1,0.971,,,,,,,,,17.374,0.03,17.273,0.072,17.054,0.049,16.827,0.073,16.578,0.036,16.608,0.172,16.554,0.009,16.469,0.226,14.3,287831163.0
834.16,287799898,114.650426,-69.408894,13,55,b'073836.09-692432.0',57032.7364,0,0,8,0,1,0.981,,,,,17.744,0.055,18.106,0.257,16.805,0.015,16.912,0.053,16.443,0.022,16.443,0.122,16.167,0.023,16.22,0.072,16.186,0.035,16.283,0.042,10.6,287799899.0
834.27,287847315,114.124786,-69.318585,126,95,b'073629.94-691906.8',57030.4747,0,0,3,0,1,0.506,,,,,,,,,18.811,0.034,18.966,0.29,,,,,18.251,0.022,18.352,0.205,18.387,0.04,18.528,0.221,60.0,
834.84,287834068,113.560303,-69.672072,110,201,b'073414.48-694019.5',57030.475,0,0,2,0,1,0.49,,,,,,,,,,,,,,,,,18.713,0.019,18.812,0.271,17.933,0.063,17.838,0.177,60.0,
834.89,287832078,113.849648,-69.761271,12,36,b'073523.91-694540.5',57030.4748,0,0,1,0,1,0.484,,,,,,,,,,,,,,,,,18.707,0.046,18.828,0.261,,,,,60.0,
835.14,287847317,114.072793,-69.319119,13,36,b'073617.47-691908.8',57036.5067,0,0,1,0,1,0.352,,,,,,,,,,,,,,,,,,,,,17.247,0.023,17.602,0.14,60.0,
835.23,287799665,114.766237,-69.488865,84,41,b'073903.89-692919.9',57036.5063,0,0,3,0,1,0.486,,,,,,,,,,,,,16.821,0.005,16.837,0.121,16.61,0.019,16.846,0.154,16.827,0.012,16.643,0.148,60.0,
835.3,287799645,114.790851,-69.555525,41,36,b'073909.80-693319.8',57030.4746,0,0,4,0,1,0.967,,,,,,,,,16.94,0.023,16.818,0.055,16.639,0.007,16.642,0.05,16.367,0.009,16.408,0.048,16.31,0.016,16.436,0.052,60.0,
835.35,287847830,113.816224,-69.3455,13,36,b'073515.89-692043.8',57030.4751,0,0,1,0,1,0.528,,,,,,,,,,,,,,,,,,,,,18.134,0.073,18.148,0.269,9.5,287847831.0
835.5,287832013,114.0675,-69.781491,64,93,b'073616.19-694653.3',57030.4745,0,0,3,0,1,0.84,,,,,,,,,18.553,0.081,18.98,0.252,18.109,0.016,18.172,0.14,17.651,0.014,17.621,0.103,,,,,11.8,287832014.0
835.73,287799889,114.700922,-69.434383,32,36,b'073848.23-692603.8',57035.5003,0,0,6,0,1,0.981,15.888,0.006,15.841,0.09,15.526,0.018,15.539,0.084,,,,,14.116,0.004,14.082,0.012,13.888,0.005,13.849,0.012,13.854,0.003,13.827,0.013,60.0,
835.88,287831328,114.636992,-69.699868,235,122,b'073832.91-694159.5',57030.4748,0,0,3,0,1,0.49,,,,,,,,,,,,,18.555,0.157,18.684,0.139,17.973,0.15,16.912,0.127,18.066,0.138,17.344,0.178,60.0,
835.98,287799655,114.786379,-69.522836,18,38,b'073908.73-693122.2',57033.2158,2,0,11,1,1,0.987,16.916,0.062,16.847,0.124,16.342,0.018,16.442,0.386,15.25,0.003,15.279,0.016,14.886,0.024,14.904,0.012,14.615,0.007,14.627,0.06,14.597,0.005,14.604,0.112,60.0,
836.11,287831159,114.761769,-69.620258,34,53,b'073902.81-693712.8',57032.7364,0,0,8,0,1,0.981,,,,,17.552,0.036,17.366,0.188,16.89,0.007,16.904,0.058,16.456,0.028,16.679,0.044,16.08,0.043,16.102,0.059,15.984,0.057,16.061,0.037,60.0,
836.58,287831625,114.376811,-69.335157,128,160,b'073730.47-692006.2',57032.4853,3,0,6,0,1,0.948,,,,,,,,,17.916,0.044,17.833,0.089,17.487,0.028,17.599,0.09,17.246,0.022,17.082,0.353,17.084,0.09,17.207,0.112,3.2,287831626.0
836.8,287834326,113.466592,-69.580218,51,36,b'073351.98-693448.7',57030.475,0,0,2,0,1,0.956,,,,,,,,,,,,,,,,,17.274,0.021,17.38,0.092,17.028,0.014,17.2,0.109,60.0,
837.0,287832100,113.770069,-69.746952,89,98,b'073504.81-694449.0',57030.475,0,0,2,0,1,0.6,,,,,,,,,,,,,,,,,18.215,0.018,18.326,0.238,17.981,0.016,18.143,0.168,60.0,
837.48,287799956,114.600617,-69.387512,52,36,b'073824.15-692315.0',57032.887,2,0,10,1,1,0.983,17.046,0.01,17.143,0.091,16.733,0.026,16.734,0.234,15.365,0.003,15.386,0.017,14.951,0.005,14.985,0.013,14.68,0.005,14.68,0.063,14.625,0.018,14.689,0.022,60.0,
837.83,287831191,114.734691,-69.646568,93,58,b'073856.29-693847.5',57032.8875,0,0,5,0,1,0.97,,,,,,,,,,,,,18.32,0.025,18.554,0.16,17.019,0.039,17.158,0.147,16.591,0.059,16.614,0.053,60.0,
837.83,287834045,113.64339,-69.711102,760,422,b'073434.34-694239.7',57030.475,2,0,2,0,1,0.508,,,,,,,,,,,,,,,,,18.366,0.138,18.244,0.211,18.017,0.114,17.204,0.151,60.0,
837.94,287799656,114.781376,-69.508177,65,53,b'073907.56-693029.4',57033.0597,0,0,7,0,1,0.977,,,,,,,,,17.925,0.055,17.901,0.099,17.232,0.083,17.378,0.068,16.24,0.006,16.219,0.077,15.852,0.028,15.853,0.037,60.0,
838.55,287832099,113.781319,-69.749877,34,36,b'073507.49-694459.6',57032.7364,0,0,8,0,1,0.983,,,,,17.617,0.042,17.842,0.301,16.199,0.005,16.204,0.037,15.802,0.004,15.865,0.03,15.451,0.01,15.495,0.019,15.342,0.011,15.418,0.061,60.0,
838.75,287831213,114.791985,-69.568244,29,64,b'073910.08-693405.6',57030.4747,0,0,3,0,1,0.915,,,,,,,,,18.664,0.052,18.74,0.18,,,,,16.985,0.007,17.053,0.078,16.749,0.006,16.75,0.082,60.0,
839.31,287834064,113.616942,-69.701464,12,36,b'073428.06-694205.2',57030.4751,0,0,1,0,1,0.379,,,,,,,,,,,,,,,,,,,,,18.436,0.052,18.522,0.229,60.0,
839.34,287834299,113.536065,-69.659754,27,36,b'073408.64-693935.0',57032.7364,0,0,8,0,1,0.98,,,,,17.643,0.034,17.513,0.226,16.568,0.007,16.542,0.046,16.22,0.018,16.168,0.041,16.015,0.008,16.076,0.032,15.955,0.004,16.044,0.131,60.0,
839.68,287831181,114.706807,-69.666798,31,36,b'073849.63-694000.4',57033.2158,2,0,11,1,1,0.984,16.947,0.054,16.921,0.258,16.687,0.033,17.424,0.131,15.404,0.005,15.395,0.017,15.093,0.011,15.085,0.014,14.867,0.003,14.886,0.052,14.81,0.029,14.824,0.014,60.0,
840.15,287834305,113.505941,-69.637496,67,44,b'073401.40-693814.9',57033.4906,2,0,6,0,1,0.978,,,,,,,,,,,,,17.091,0.044,17.207,0.216,16.808,0.033,16.84,0.056,16.638,0.012,16.485,0.348,60.0,
841.23,287847867,113.635302,-69.392546,13,36,b'073432.47-692333.1',57030.4742,0,0,1,0,1,0.411,,,,,,,,,18.875,0.086,18.745,0.212,,,,,,,,,,,,,60.0,
841.81,287834328,113.458865,-69.566328,25,37,b'073350.12-693358.7',57030.4746,0,0,4,0,1,0.977,,,,,,,,,17.117,0.013,17.069,0.065,16.746,0.014,16.678,0.054,16.536,0.017,16.498,0.049,16.45,0.006,16.533,0.054,12.3,287834327.0
842.17,287832079,113.830462,-69.760349,168,36,b'073519.31-694537.2',57030.475,0,0,2,0,1,0.512,,,,,,,,,,,,,,,,,18.304,0.052,18.222,0.192,18.373,0.037,18.405,0.299,9.5,287832080.0
842.35,287847996,113.563169,-69.424868,72,46,b'073415.15-692529.5',57036.5063,0,0,3,0,1,0.856,,,,,,,,,,,,,16.299,0.02,16.419,0.079,15.815,0.004,15.85,0.066,15.562,0.005,15.506,0.053,60.0,
842.41,287799900,114.624365,-69.394376,13,90,b'073829.84-692339.7',57030.475,0,0,2,0,1,0.505,,,,,,,,,,,,,,,,,18.424,0.035,18.448,0.316,17.929,0.022,17.962,0.165,60.0,
842.53,287831338,114.591363,-69.719558,61,90,b'073821.93-694310.4',57030.4746,0,0,4,0,1,0.645,,,,,,,,,18.591,0.03,18.557,0.2,18.148,0.037,18.243,0.131,18.059,0.015,18.288,0.206,17.708,0.026,17.956,0.18,60.0,
